authors,weights
Anna Sewell,7460000
Anna Shipton,5060000
Anna Sui,93700000
AnnaSophia Robb,3660000
Annalena Baerbock,8270000
Annalena Tonelli,1570000
Anne Applebaum,4680000
Anne Bancroft,13600000
Anne Baxter,15200000
Anne Billson,2440000
Anne Bradstreet,7640000
Anne Brontë,11100000
Anne Carson,18200000
Anne Clark,69000000
Anne Enright,4380000
Anne Frank,171000000
Anne García-Romero,17800000
Anne Hathaway,50800000
Anne Herbert (writer),8840000
Anne Hutchinson,14100000
Anne Lamott,4250000
Anne Louise Germaine de Staël,810000
Anne McCaffrey,8400000
Anne Morrow Lindbergh,2150000
Anne Rice,48800000
Anne Ridler,4030000
Anne Robert Jacques Turgot,1010000
Anne Sexton,12600000
Anne Steele,22200000
Anne of Avonlea,21300000
Anne of Great Britain,38500000
Anne of Green Gables,21500000
Anne of Ingleside,1490000
"Anne, Princess Royal",35100000
Anne-Marie,377000000
"Anne-Thérèse de Marguenat de Courcelles, marquise de Lambert",7610
Annette Baier,5590000
Annette Kellerman,3720000
Annette Lu,10700000
Annexation of Tibet by the People's Republic of China,1390000
Annie Besant,5980000
Annie Charlotte Dalton,7030000
Annie Ernaux,3470000
Annie Finch,6010000
Annie Lennox,10900000
Annika Sörenstam,698000
Anniken Huitfeldt,358000
Anonymity,87600000
Anonymous (group),1760000000
Anote Tong,112000
Ansel Adams,15100000
Anselm of Canterbury,4960000
Anshan (Persia),530000
Answer,15040000000
Ante Ivas,47600000
Anthony Albanese,10000000
"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury",1660000
Anthony Bourdain,6950000
Anthony C. Yu,35200000
Anthony D. Smith,161000000
Anthony Daniels,28900000
Anthony Daniels (psychiatrist),3890000
Anthony Fauci,4590000
Anthony Fitzherbert,1230000
Anthony Giddens,9500000
Anthony Kennedy,58100000
Anthony Kenny,33900000
Anthony Kiedis,2550000
Anthony McAuliffe,5320000
Anthony Munday,6430000
Anthony Powell,34700000
Anthony Quinn,32300000
Anthony Rapp,9530000
Anthony Reid (academic),32900000
Anthony Robbins,18800000
Anthony Sampson,11700000
Anthony Scaramucci,803000
Anthony Stafford Beer,6830000
Anthony Storr,4840000
Anthony Trollope,5610000
Anthony Weiner,12800000
Anthony Wood,194000000
Anthony Zee,13800000
Anthony de Mello,8080000
Anthony of Padua,15200000
Anti-Americanism,2040000000
Anti-Amerindian sentiment,4640000
Anti-Brahminism,4790000
Anti-Defamation League,7090000
Anti-Hindu sentiment,6370000
Anti-Italianism,36000
Anti-Polonism,20000
Anti-Russian sentiment,12200000
Anti-intellectualism,181000000
Anti-psychiatry,121000000
Anti-racism,177000000
Antichrist,14900000
Anticipation,304000000
Antifa (United States),1990000
Antimatter,13500000
Antimicrobial resistance,119000000
Antinomianism,1380000
Antiquity,114000000
Antireligion,1090000
Antisemitism,150000000
Antoine Augustin Cournot,331000
Antoine Bethea,6270000
Antoine de Rivarol,343000
Antoine de Saint Exupéry,21300000
Anton Bruckner,8820000
Anton Cermak,3550000
Anton Chekhov,5850000
Anton LaVey,4140000
Anton Rubinstein,4980000
Anton Webern,1300000
Antonella Gambotto-Burke,44300
Antonin Scalia,3920000
Antonino Natoli,3240000
Antonio Cañizares Llovera,103000
Antonio Di Pietro,32100000
Antonio Fresco,23900000
Antonio Gramsci,11300000
Antonio Javellana Ledesma,64100
Antonio José González Zumárraga,569000
Antonio L. Rappa,3050000
Antonio Maria Costa,115000000
Antonio María Rouco Varela,316000
Antonio Sabàto Jr.,5210000
Antonov An-225 Mriya,2360000
Antony Blinken,19400000
Antony Garrett Lisi,955000
Antony Jay,14600000
Antonín Dvořák,8160000
Ants,1710000000
António Costa,272000000
António Damásio,8810000
António Guterres,17300000
António Lobo Antunes,5580000
António de Oliveira Salazar,6760000
Anu Garg,5040000
Anu Partanen,261000
Anupama Chandrasekhar,3160000
Anurag Thakur,6840000
Anwar Ibrahim,21200000
Anwar Shaikh,6540000
Anxiety,1250000000
Anything Goes,10720000000
Anzer Ayoob,2560000
Anzia Yezierska,293000
Anzû,30000
Aníbal Acevedo Vilá,1100000
Aparna Sen,6420000
Apartheid,62000000
Apathy,47400000
Aphorisms,15000000
Aphra Behn,1620000
Apisai Tora,13400
Apocalypse,207000000
Apoliticism,42900
Apollonius of Rhodes,1630000
Apollonius of Tyana,727000
Apology,417000000
Apology (Plato),4960000
Apostasy,5950000
Apostles,115000000
Appeals,1230000000
Appetite,370000000
Applause,85000000
Apple Inc.,1940000000
Apple TV,3160000000
Apples,10030000000
Applied mathematics,740000000
Applied psychology,517000000
Approach,3860000000
April,7690000000
April Fools' Day,79600000
Apsley Cherry-Garrard,688000
Arabic proverbs,17100000
Arabs,6110000000
Aramaic proverbs,2660000
Aratta,574000
Aravind Adiga,769000
Arbitration,262000000
Arch,1630000000
Archaeology,535000000
Archaeology of Ayodhya,813000
Archery,238000000
Archibald Alexander,11000000
Archibald Alexander Hodge,5630000
Archibald Cox,6810000
Archibald Lampman,3530000
Archibald MacLeish,4570000
"Archibald Primrose, 5th Earl of Rosebery",396000
"Archibald Wavell, 1st Earl Wavell",445000
Archie Carr,8650000
Archie Roach,5800000
Archilochus,4140000
Archimedean point,1530000
Archimedes,42400000
Architects & Engineers for 9/11 Truth,974000000
Architecture,3740000000
Archytas,386000
Arden Cho,7310000
Areopagitica,702000
Argentina,4070000000
Ari Ne'eman,2700000
Ariana Miyamoto,3390000
Ariana Reines,5970000
Arianna Huffington,3010000
Arie W. Kruglanski,104000
Arie de Geus,553000
Ariel Dorfman,9260000
Ariel Pink,85900000
Ariel Sharon,18600000
Arifur Rahman,3210000
Arin Paul,10600000
Arinola Olasumbo Sanya,1970
Aristides de Sousa Mendes,1270000
Aristo of Chios,50000
Aristocracy,87600000
Aristophanes,4590000
Aristotelian physics,2420000
Aristotle,84400000
Aristotle Onassis,4460000
Aristotle: a Chapter from the History of Science,29100000
Arithmetic,238000000
Arius,9510000
Arizona,1780000000
Arkady Martine,4760000
Arkady Volozh,905000
Arlen Specter,2600000
Arlo Guthrie,6590000
Armadillos,39600000
Armageddon,41100000
Armand V. Feigenbaum,974000
Armando Trindade,6760000
Armen Alchian,151000
Armenian genocide,9050000
Armin Max,16000000
Armin Rosencranz,1330000
Armour,528000000
Arnab Goswami,4040000
Arnaldo Tamayo Méndez,686000
Arnold Bennett,28000000
Arnold Hano,6400000
Arnold Hauser (art historian),2750000
Arnold J. Toynbee,2450000
Arnold Lunn,3100000
Arnold M. Ludwig,15000000
Arnold Ridley,11100000
Arnold Schoenberg,5820000
Arnold Schwarzenegger,52700000
Arnold Toynbee,3580000
Arnold Tustin,3740000
Arnold Vosloo,555000
Arnold Wall,76200000
Arnold Wesker,1420000
Arnold Zuboff,121000
Aroma compound,25600000
Aron Nimzowitsch,271000
Aron Ra,9460000
Arrian,11100000
Arrigo Sacchi,2900000
Arrogance,151000000
Arrow's impossibility theorem,618000
Arsenius the Great,94000
Arsène Houssaye,684000
Arsène Wenger,11300000
Art Blakey,7320000
Art Buchwald,4150000
Art Clokey,2920000
Art Spiegelman,5220000
Art criticism,813000000
Art history,4780000000
Art world,7830000000
Artemis,98700000
Artemus Ward,3650000
Arthur Adamov,2530000
Arthur Ashe,10200000
Arthur Balfour,7700000
Arthur C. Brooks,35100000
Arthur Caplan,15300000
Arthur Cecil Pigou,767000
Arthur Chapman (poet),5690000
Arthur D. Hall,129000000
Arthur Danto,4620000
Arthur Desmond,10200000
Arthur G. Bedeian,194000
Arthur Green,553000000
Arthur Guirdham,350000
Arthur Guiterman,155000
Arthur H. Robinson,26100000
Arthur Hammond,14500000
Arthur Helps,433000000
Arthur Henry Reginald Buller,1440000
Arthur Honegger,4410000
Arthur Hugh Clough,3510000
Arthur Jones (inventor),13600000
Arthur Keith,32700000
Arthur Kekewich,68800
Arthur Kemp,11100000
Arthur Kenney,10800000
Arthur Koestler,5590000
Arthur Kornberg,2660000
"Arthur M. Schlesinger, Jr.",3900000
Arthur Machen,13000000
Arthur Melzer,4870000
Arthur Miller,90700000
Arthur Murphy,33800000
Arthur Nicholas Tafoya,453000
Arthur O'Shaughnessy,2020000
Arthur Penrhyn Stanley,1680000
"Arthur Ponsonby, 1st Baron Ponsonby of Shulbrede",12500
Arthur Quiller-Couch,1940000
Arthur Ransome,6520000
Arthur Rostron,4760000
Arthur Seyss-Inquart,95300
Arthur Sullivan,29100000
Arthur Symons,5800000
Arthur Uther Pendragon,470000
Arthur W. Radford,6330000
Arthur Waley,3420000
"Arthur Wellesley, 1st Duke of Wellington",2130000
Arthur Wesley Dow,6400000
Arthur Wing Pinero,2270000
Arthur Young,316000000
Artie Lange,4530000
Artie Shaw,6420000
Artificial intelligence,1800000000
Artillery,140000000
Artist,5280000000
Artur Balder,2100000
Artur Schnabel,2320000
Arturo Lona Reyes,2200000
Arun Jaitley,2800000
Arun Shourie,425000
Arun Vemury,2200
Arundhati Roy,6100000
Arvind Kejriwal,10500000
Arvo Pärt,9790000
Ary Chalus,3620000
Aryan race,10200000
As'ad AbuKhalil,1620000
Asa Akira,63800000
Asaduddin Owaisi,4150000
Asaf Ali Asghar Fyzee,7680
Asahel Nettleton,6470000
Asesela Ravuvu,40800
Asghar Ali Engineer,2090000
Ash Carter,30600000
Ash Sarkar,7290000
Ashirbadi Lal Srivastava,72400
Ashlee Marie Preston,2860000
Ashlee Simpson,7700000
Ashleigh Brewer,7700000
Ashley Montagu,6770000
Ashnan,204000
Ashot Nadanian,8060
Ashraf Ali Thanwi,115000
Ashraf Ghani,6080000
Ashraf Pahlavi,322000
Ashrita Furman,5910000
Asian American,2910000000
Asif Ali Zardari,1600000
Asisat Oshoala,710000
Aslan Bzhania,23600
Aslan Maskhadov,59100
Asma al-Assad,1200000
Aspiration,411000000
Assar Lindbeck,1410000
Assassination,287000000
Assassination of Abraham Lincoln,14100000
Assassination of Mahatma Gandhi,1950000
Assassins (musical),17100000
Assata Shakur,3540000
Assault rifle,135000000
Assault weapon,185000000
Assertion,638000000
Assimi Goïta,5630000
Associates,2600000000
Association football,488000000
Assumption,1020000000
Assyrian genocide,5900000
Astley v Verdun,653000
Astrology,328000000
Astronomy,866000000
Astrophysics,111000000
"At Swim, Two Boys",152000000
At the Feet of the Master,643000000
Atal Bihari Vajpayee,4500000
Ataol Behramoğlu,557000
Athaliah Molokomme,17800
Athanasius of Alexandria,11600000
Atharva Veda,5220000
Athenaeum Fragments,1330000
Athenaeus,526000
Athenian democracy,5880000
Athens,494000000
Atlanta Nights,403000000
Atlanta compromise,18800000
Atlantic Ocean,374000000
Atlas Shrugged,5380000
Atman,12600000
Atmospheric river,136000000
Atom,1580000000
Atomic bombings of Hiroshima and Nagasaki,3670000
Atomic theory,262000000
Atonement,45500000
Atsujin,5910
Attacks by Islamic extremists in Bangladesh,1630000
Attar of Nishapur,64900
Attention,3370000000
Attorney general,736000000
Auberon Waugh,4250000
Aubrey Faulkner,7070000
Aubrey Thomas de Vere,2430000
Audacity,34300000
Audience,3010000000
Audioslave,6150000
Auditor,840000000
Audre Lorde,4540000
Audrey Gadzekpo,31500
Audrey Hepburn,28200000
Audrey Matura,4790000
Audrey Niffenegger,4740000
Audrey Truschke,84500
August,7220000000
August Spies,20300000
August Wilson,366000000
Augusta Savage,9030000
Auguste Comte,12700000
Auguste Rodin,10200000
Augustin Louis Cauchy,1220000
Augustine Birrell,6170000
Augustine Cheong Myong-jo,245000
Augustine Ndeliakyama Shao,263
Augustine of Hippo,9070000
Augusto Boal,6140000
Augusto Zampini,6180000
Augustus,202000000
Augustus De Morgan,9340000
Augustus Jessopp,3690000
Augustus Toplady,435000
Aung San Suu Kyi,4190000
Aurangzeb,11100000
Aurel Stein,7920000
Aurelia Henry Reinhardt,806000
Aurora,884000000
Aurora (singer),38300000
Auschwitz concentration camp,9630000
Austen Chamberlain,9600000
Austen Henry Layard,1460000
Austin Grossman,8480000
Austin Kleon,8080000
Australia,7760000000
Austrian School,67000000
Austrian business cycle theory,8600000
Authors,5870000000
Autism,686000000
Autobiography,268000000
Autodidacticism,316000
Automation,2370000000
Autumn,1410000000
Auxilia Mnangagwa,74300
Avatamsaka Sutra,386000
Avatar,6050000000
Averroes,6280000
Avestan geography,385000
Aviation,1130000000
Avicenna,8110000
Avital Ronell,4160000
Avner Strauss,7010000
Avrahm Yarmolinsky,236000
Avram Davidson,9020000
Avril Lavigne,31100000
Awakening,561000000
Awareness,1940000000
Awe,220000000
Awkwafina,4520000
Awkwardness,48000000
Axe,744000000
Axel Honneth,753000
Axel Munthe,3470000
Axel Olof Freudenthal,192000
Ayaan Hirsi Ali,3650000
Ayad Allawi,98400
Ayman Odeh,3310000
Ayn Rand,10200000
Ayo Ayoola-Amale,1330000
Ayoade Olatunbosun-Alakija,5430
Ayobami Adebayo,4980000
Ayobola Kekere-Ekun,6570
Ayodhya,44300000
Ayodhya dispute,933000
Ayodhya firing incident,454000
Ayrton Senna,22600000
Ayub Bachchu,839000
Ayumi Hamasaki,11600000
Ayurveda,308000000
Ayushmann Khurrana,5940000
Aza Miyuko,10900000
Azadeh Moaveni,164000
Azali Assoumani,380000
Azar Nafisi,2430000
Aziz Ansari,11300000
B-17 Flying Fortress,12800000
B. F. Skinner,10500000
B. K. S. Iyengar,2190000
B. Kliban,690000
B. O. Flower,189000000
B. R. Ambedkar,14300000
B. Traven,6470000
BASIC,13630000000
BJ Miller,122000000
Ba Jin,133000000
Baal Shem Tov,814000
Babak Khorramdin,37600
Babatunde Fashola,4040000
Babatunde Hunpe,10500
Babe Ruth,23100000
Baboons,33500000
Babri Masjid,1420000
Background music,2880000000
Bacteria,1780000000
Bad Bunny,256000000
Badami,10200000
Badge of shame,17000000
Bae Doona,2340000
Bahá'í Faith,1850000
Bai Chongxi,67100
Bai Juyi,7220000
Bailey Jay,58500000
Bal Gangadhar Tilak,1390000
Balaraba Ramat Yakubu,29400
Baldr,19400000
Baldur von Schirach,387000
Ballads,303000000
Ballet,433000000
Balraj Madhok,102000
Bamboo,460000000
Banana Yoshimoto,1560000
Bangalore,1210000000
Bangalore Nagarathnamma,46800
Bangladesh,1740000000
Bangladesh Liberation War,13200000
Banking,7780000000
Bankruptcy,244000000
Banquet,338000000
Bao Tong,105000000
Baptism,121000000
Barack Obama,106000000
Barbara Boxer,16200000
Barbara Bush,35100000
Barbara Cartland,9770000
Barbara Ehrenreich,5240000
Barbara Grizzuti Harrison,91600
Barbara Hambly,5870000
Barbara Harvey,34800000
Barbara Hepworth,4870000
Barbara Jordan,68800000
Barbara Kellerman,7180000
Barbara Kingsolver,9220000
Barbara Kruger,13500000
Barbara Lerner Spectre,1390000
Barbara Mogae,43500
Barbara Pym,7080000
Barbara Smuts,5370000
Barbara Stanwyck,6320000
Barbara Tuchman,5940000
Barbara Walters,80200000
Barbarian,106000000
Barbers,411000000
Barbie,918000000
Barbra Nyangairi,740
Barbra Streisand,22300000
Bari Weiss,9920000
Barnaby Rudge,5050000
Barney Frank,13300000
Baron d'Holbach,778000
Barrett Brown,114000000
Barrington Levy,7360000
Barry Boehm,5720000
Barry Christopher Knestout,11300
Barry Commoner,2030000
Barry Diller,6780000
Barry Eichengreen,718000
Barry Goldwater,5590000
Barry Humphries,7730000
Barry Long,393000000
Barry Lopez,33400000
Barry Mazor,4960000
Barry Mazur,9760000
Barry Michaels,206000000
Barry N. Malzberg,333000
Barry Perowne,419000
Bart D. Ehrman,4620000
Bart Haagmans,92700
Bartholomew I of Constantinople,3520000
Bartholomäus Ziegenbalg,40600
Bartolomeo Vanzetti,2780000
Baruch Spinoza,3800000
Basanta Kumar Das (Pakistani politician),1140000
Basava,12600000
Baseball,1730000000
Bashar al-Assad,10900000
Basic Economics (Thomas Sowell),9300000
Basic Law: Israel as the Nation-State of the Jewish People,18300000
Basil Bunting,6140000
Basil D'Oliveira,7610000
Basil Hood,11500000
Basil Hume,11000000
Basil King,50300000
Basil Rathbone,5700000
Basil of Caesarea,1350000
Basketball,1810000000
Basshunter,2880000
Basuti Gerty Bolo,619
Bates College,47800000
Bathing,941000000
Batman (comics),496000000
Bats,1910000000
Battle of Grunwald,5070000
Battle of the Somme,13300000
Baudhayana Shrauta Sutra,16700
Baudouin of Belgium,2160000
Bavua Ntinu André,516
Bayard Rustin,7480000
Bayard Taylor,10400000
Bayazid Bastami,192000
Bea Arthur,15200000
Beacon,418000000
Bear Bryant,27300000
Bears,3350000000
Beatrice Borromeo,6620000
Beatrice Tinsley,6890000
Beatrix Potter,10900000
Beaumont and Fletcher,6860000
Beds,6640000000
Beer,2080000000
Beer in the United Kingdom,196000000
Beetles,271000000
Begging,1220000000
Beginnings,9370000000
Begum Aga Khan,1090000
Behavioral economics,906000000
Behaviorism,14900000
Bei Dao,14700000
Beijing,578000000
Beiwen Zhang,446000
Bel Kaufman,4800000
Belarus,874000000
Belarusian language,454000000
Belarusians,338000000
Belfast,201000000
Belgian Colonial Empire,6570000
Belgian Congo,372000000
Belgium,1770000000
Belgrade,114000000
Belinda Bennett,8160000
Belita Moreno,4360000
Bell hooks,31500000
Bell's theorem,12500000
Bella Abzug,1460000
Bella Dodd,9440000
Bella Hadid,48300000
Bella Ramsey,12300000
Bellagio,33700000
Bellamy Young,14800000
Bellingcat,1690000
Bello Matawalle,640000
Bells,2690000000
Belt,1640000000
Belva Ann Lockwood,803000
Ben Aaronovitch,910000
Ben Affleck,63100000
Ben Bernanke,2650000
Ben Bova,5400000
Ben Bradley (politician),19500000
Ben Carson,29300000
Ben Dirs,375000
Ben Elton,20800000
Ben Emmerson,6750000
Ben Garrison,29700000
Ben Harper,45700000
Ben Hecht,10600000
Ben Johnson (sprinter),5720000
Ben Jonson,6950000
Ben Klassen,15600000
Ben Nicholson,15400000
Ben Salmon,31900000
Ben Sasse,3080000
Ben Shapiro,36600000
Ben Stein,42800000
Ben Stiller,18900000
Ben Witherington III,1040000
Benazir Bhutto,2810000
Benedetto Croce,12300000
Benedict Arnold,15100000
Benedict Cumberbatch,16500000
Benedict John Osta,462000
Benedict of Nursia,505000
Beneficence,11200000
Bengal,3010000000
Bengal famine of 1943,2780000
Bengalis,2590000000
Beniamino Segre,145000
Benigno Aquino III,2000000
Benjamin Banneker,1390000
Benjamin Barber,17000000
Benjamin Beddome,108000
Benjamin Boretz,102000
Benjamin Creme,13100000
Benjamin Disraeli,4810000
Benjamin Franklin King Jr.,23100000
Benjamin Harrison,40100000
Benjamin Harvey Hill,16500000
Benjamin Hoff,9300000
Benjamin J. Davis Jr.,26700000
Benjamin Jowett,4870000
Benjamin Lee Whorf,691000
Benjamin Muse,27500000
Benjamin N. Cardozo,4200000
Benjamin Netanyahu,41300000
Benjamin Page,474000000
Benjamin Peirce,5500000
Benjamin Rush,93100000
Benjamin Tucker,27500000
Benjamin Zephaniah,6720000
Benjamín Jiménez Hernández,15800000
Benno Moiseiwitsch,76200
Benny Gantz,6230000
Benny Hill,21400000
Benny Tai,10200000
Benny Wenda,7360000
Beno Eckmann,3040000
Benoît Mandelbrot,889000
Benoît Minisini,65400
Benzene,109000000
Berenice Abbott,5170000
Bergen Evans,12400000
Berlin,2160000000
Berlin Codex,6640000
Berlin Conference,332000000
Berlin Wall,261000000
Bermuda,685000000
Bernadette Devlin McAliskey,20400
Bernadette Lahai,5870000
Bernadette Soubirous,2620000
Bernard Bailyn,2910000
Bernard Berenson,6220000
Bernard Brodie (military strategist),5930000
Bernard Cornwell,10100000
Bernard Groethuysen,97800
Bernard Harcourt,9640000
Bernard Hollowood,1550000
Bernard Hopkins,20600000
Bernard Ingham,4180000
Bernard Jenkin,16500000
Bernard Kerik,3510000
Bernard Le Bovier de Fontenelle,229000
Bernard Lietaer,185000
Bernard Lown,4270000
Bernard Malamud,2610000
Bernard Mandeville,6920000
"Bernard Montgomery, 1st Viscount Montgomery of Alamein",788000
Bernard Rollin,11000000
Bernard Sergent,4800000
Bernard Wasserstein,3570000
Bernard Williams,56800000
Bernard of Clairvaux,2510000
Bernard-Henri Lévy,13200000
Bernardine Evaristo,6230000
Bernardo Arévalo,9640000
Bernardo Dovizi,44800
Bernd Heinrich,13800000
Bernhard Riemann,4180000
Bernice King,9410000
Bernie Ecclestone,4320000
Bernie Parent,16000000
Bernie Sanders,26400000
Bert Leston Taylor,468000
Berthe Morisot,2020000
Bertie Ahern,5580000
Bertil Ohlin,1370000
Bertolt Brecht,10600000
Bertram Raven,9480000
Bertrand Collins,10200000
Bertrand Russell,18000000
Beryl Bainbridge,3650000
Bessel function,8240000
Bessie Head,6710000
